Date,Month,Park,Visitation,Google,CCI,Lag12G,VisLag1,VisLag2
2015-05-01,May,PEFO,"83,711",71,100.8346,55,"100,994","67,214"
2015-06-01,Jun,PEFO,"120,105",71,100.8487,56,"111,735","99,821"
2015-07-01,Jul,PEFO,"129,042",67,100.7341,64,"113,763","114,113"
2015-08-01,Aug,PEFO,"86,889",68,100.5447,53,"95,891","83,493"
2015-09-01,Sep,PEFO,"66,914",50,100.3741,49,"65,500","61,188"
2015-10-01,Oct,PEFO,"50,511",76,100.4033,78,"105,314","26,470"
2015-11-01,Nov,PEFO,"31,421",51,100.5198,42,"37,863","21,560"
2015-12-01,Dec,PEFO,"32,801",48,100.6167,49,"35,281","13,948"
2016-01-01,Jan,PEFO,"18,776",58,100.6298,53,"20,181","20,906"
2016-02-01,Feb,PEFO,"23,269",57,100.5925,63,"33,042","23,793"
2016-03-01,Mar,PEFO,"49,482",64,100.5527,68,"69,140","59,103"
2016-04-01,Apr,PEFO,"54,262",68,100.5748,57,"69,468","66,656"
2016-05-01,May,PEFO,"59,516",77,100.697,66,"83,711","100,994"
2016-06-01,Jun,PEFO,"95,672",64,100.675,67,"120,105","111,735"
2016-07-01,Jul,PEFO,"110,214",70,100.5284,72,"129,042","113,763"
2016-08-01,Aug,PEFO,"71,512",56,100.4226,58,"86,889","95,891"
2016-09-01,Sep,PEFO,"53,778",66,100.4034,53,"66,914","65,500"
2016-10-01,Oct,PEFO,"51,338",68,100.4803,75,"50,511","105,314"
2016-11-01,Nov,PEFO,"30,888",51,100.8092,50,"31,421","37,863"
2016-12-01,Dec,PEFO,"24,567",58,101.1464,47,"32,801","35,281"
2017-01-01,Jan,PEFO,"24,592",59,101.2944,53,"18,776","20,181"
2017-02-01,Feb,PEFO,"21,907",55,101.2821,54,"23,269","33,042"
2017-03-01,Mar,PEFO,"54,971",69,101.2514,69,"49,482","69,140"
2017-04-01,Apr,PEFO,"49,474",63,101.2115,64,"54,262","69,468"
2017-05-01,May,PEFO,"61,584",72,101.14,82,"59,516","83,711"
2017-06-01,Jun,PEFO,"82,104",65,101.0344,63,"95,672","120,105"
2017-07-01,Jul,PEFO,"81,984",73,100.9954,67,"110,214","129,042"
2017-08-01,Aug,PEFO,"76,121",61,101.0979,62,"71,512","86,889"
2017-09-01,Sep,PEFO,"47,260",64,101.2299,60,"53,778","66,914"
2017-10-01,Oct,PEFO,"65,029",70,101.3895,67,"51,338","50,511"
2017-11-01,Nov,PEFO,"33,237",54,101.3534,49,"30,888","31,421"
2017-12-01,Dec,PEFO,"29,494",57,101.1748,48,"24,567","32,801"
2008-01-01,Jan,REDW,"11,585",72,98.66745,87,"14,472","12,674"
2008-02-01,Feb,REDW,"15,776",81,98.28046,66,"10,852","13,185"
2008-03-01,Mar,REDW,"32,329",87,97.81391,80,"13,897","15,747"
2008-04-01,Apr,REDW,"32,014",90,97.28801,88,"26,783","25,911"
2008-05-01,May,REDW,"39,308",100,96.91043,100,"30,488","22,586"
2008-06-01,Jun,REDW,"53,062",92,96.79169,90,"54,956","45,470"
2008-07-01,Jul,REDW,"63,712",95,96.99389,94,"63,493","70,327"
2008-08-01,Aug,REDW,"53,025",78,97.25005,82,"63,541","82,714"
2008-09-01,Sep,REDW,"42,411",61,97.32576,64,"48,081","43,661"
2008-10-01,Oct,REDW,"20,725",52,96.97441,61,"24,470","25,483"
2008-11-01,Nov,REDW,"16,505",53,96.71896,55,"18,068","14,121"
2008-12-01,Dec,REDW,"16,447",48,96.71152,50,"16,070","11,901"
2009-01-01,Jan,REDW,"17,078",64,96.7187,66,"11,585","14,472"
2009-02-01,Feb,REDW,"16,957",68,96.69278,71,"15,776","10,852"
2009-03-01,Mar,REDW,"32,644",80,96.8938,73,"32,329","13,897"
2009-04-01,Apr,REDW,"29,017",74,97.33988,76,"32,014","26,783"
2009-05-01,May,REDW,"45,772",85,97.72372,80,"39,308","30,488"
2009-06-01,Jun,REDW,"63,174",97,97.88263,78,"53,062","54,956"
2009-07-01,Jul,REDW,"75,108",97,97.83762,78,"63,712","63,493"
2009-08-01,Aug,REDW,"57,666",85,97.88111,67,"53,025","63,541"
2009-09-01,Sep,REDW,"47,505",70,98.05814,54,"42,411","48,081"
2009-10-01,Oct,REDW,"23,753",71,98.08765,42,"20,725","24,470"
2009-11-01,Nov,REDW,"20,681",59,98.10162,42,"16,505","18,068"
2009-12-01,Dec,REDW,"15,071",47,98.27495,43,"16,447","16,070"
2010-01-01,Jan,REDW,"20,500",65,98.43562,53,"17,078","11,585"
2010-02-01,Feb,REDW,"13,621",65,98.49038,54,"16,957","15,776"
2010-03-01,Mar,REDW,"19,051",70,98.4873,68,"32,644","32,329"
2010-04-01,Apr,REDW,"25,252",74,98.467,65,"29,017","32,014"
2010-05-01,May,REDW,"32,892",88,98.46574,76,"45,772","39,308"
2010-06-01,Jun,REDW,"56,028",82,98.37128,80,"63,174","53,062"
2010-07-01,Jul,REDW,"67,234",93,98.08856,82,"75,108","63,712"
2010-08-01,Aug,REDW,"70,215",80,97.91614,65,"57,666","53,025"
2010-09-01,Sep,REDW,"43,030",58,97.86565,62,"47,505","42,411"
2010-10-01,Oct,REDW,"35,534",55,97.96348,62,"23,753","20,725"
2010-11-01,Nov,REDW,"16,390",47,98.21903,50,"20,681","16,505"
2010-12-01,Dec,REDW,"19,073",46,98.46816,42,"15,071","16,447"
2011-01-01,Jan,REDW,"16,364",54,98.5757,57,"20,500","17,078"
2011-02-01,Feb,REDW,"12,468",60,98.52698,55,"13,621","16,957"
2011-03-01,Mar,REDW,"18,385",71,98.28506,61,"19,051","32,644"
2011-04-01,Apr,REDW,"19,784",69,98.22705,66,"25,252","29,017"
2011-05-01,May,REDW,"28,613",73,98.21146,70,"32,892","45,772"
2011-06-01,Jun,REDW,"50,231",79,97.90632,73,"56,028","63,174"
2011-07-01,Jul,REDW,"74,527",83,97.33338,77,"67,234","75,108"
2011-08-01,Aug,REDW,"54,168",77,96.84435,67,"70,215","57,666"
2011-09-01,Sep,REDW,"45,916",59,96.77763,54,"43,030","47,505"
2011-10-01,Oct,REDW,"33,542",54,97.00771,46,"35,534","23,753"
2011-11-01,Nov,REDW,"12,248",49,97.44639,40,"16,390","20,681"
2011-12-01,Dec,REDW,"13,921",48,97.98903,38,"19,073","15,071"
2012-01-01,Jan,REDW,"13,949",62,98.45164,46,"16,364","20,500"
2012-02-01,Feb,REDW,"13,686",60,98.70954,48,"12,468","13,621"
2012-03-01,Mar,REDW,"16,802",62,98.83382,59,"18,385","19,051"
2012-04-01,Apr,REDW,"24,262",70,98.86866,58,"19,784","25,252"
2012-05-01,May,REDW,"10,834",75,98.81271,62,"28,613","32,892"
2012-06-01,Jun,REDW,"42,803",82,98.60784,68,"50,231","56,028"
2012-07-01,Jul,REDW,"58,407",81,98.53565,70,"74,527","67,234"
2012-08-01,Aug,REDW,"56,920",74,98.70587,64,"54,168","70,215"
2012-09-01,Sep,REDW,"44,049",60,99.02282,51,"45,916","43,030"
2012-10-01,Oct,REDW,"31,070",48,99.25011,41,"33,542","35,534"
2012-11-01,Nov,REDW,"19,684",45,99.16354,43,"12,248","16,390"
2012-12-01,Dec,REDW,"20,051",46,98.8289,43,"13,921","19,073"
2013-01-01,Jan,REDW,"15,542",56,98.70023,56,"13,949","16,364"
2013-02-01,Feb,REDW,"13,876",58,98.80344,52,"13,686","12,468"
2013-03-01,Mar,REDW,"19,426",65,98.9706,54,"16,802","18,385"
2013-04-01,Apr,REDW,"29,379",65,99.1832,55,"24,262","19,784"
2013-05-01,May,REDW,"36,734",76,99.52229,67,"10,834","28,613"
2013-06-01,Jun,REDW,"50,774",81,99.69761,69,"42,803","50,231"
2013-07-01,Jul,REDW,"66,804",83,99.65983,71,"58,407","74,527"
2013-08-01,Aug,REDW,"60,463",79,99.3783,64,"56,920","54,168"
2013-09-01,Sep,REDW,"45,089",60,98.99631,51,"44,049","45,916"
2013-10-01,Oct,REDW,"22,101",52,98.76015,43,"31,070","33,542"
2013-11-01,Nov,REDW,"16,059",49,98.86088,38,"19,684","12,248"
2013-12-01,Dec,REDW,"17,117",49,99.16534,38,"20,051","13,921"
2014-01-01,Jan,REDW,"16,096",59,99.33865,50,"15,542","13,949"
2014-02-01,Feb,REDW,"9,827",61,99.40892,51,"13,876","13,686"
2014-03-01,Mar,REDW,"20,955",67,99.44125,56,"19,426","16,802"
2014-04-01,Apr,REDW,"28,779",71,99.51447,57,"29,379","24,262"
2014-05-01,May,REDW,"37,871",85,99.50082,63,"36,734","10,834"
2014-06-01,Jun,REDW,"48,382",82,99.47433,69,"50,774","42,803"
2014-07-01,Jul,REDW,"77,247",85,99.46612,71,"66,804","58,407"
2014-08-01,Aug,REDW,"62,241",74,99.56129,68,"60,463","56,920"
2014-09-01,Sep,REDW,"44,474",59,99.7662,52,"45,089","44,049"
2014-10-01,Oct,REDW,"37,044",55,100.0543,45,"22,101","31,070"
2014-11-01,Nov,REDW,"26,882",48,100.4078,40,"16,059","19,684"
2014-12-01,Dec,REDW,"19,368",51,100.7997,40,"17,117","20,051"
2015-01-01,Jan,REDW,"16,051",63,101.0638,48,"16,096","15,542"
2015-02-01,Feb,REDW,"30,275",70,101.0661,49,"9,827","13,876"
2015-03-01,Mar,REDW,"25,597",75,100.9696,57,"20,955","19,426"
2015-04-01,Apr,REDW,"39,346",74,100.9149,61,"28,779","29,379"
2015-05-01,May,REDW,"46,980",85,100.8346,72,"37,871","36,734"
2015-06-01,Jun,REDW,"69,820",86,100.8487,71,"48,382","50,774"
2015-07-01,Jul,REDW,"84,987",88,100.7341,75,"77,247","66,804"
2015-08-01,Aug,REDW,"65,615",76,100.5447,63,"62,241","60,463"
2015-09-01,Sep,REDW,"54,037",62,100.3741,49,"44,474","45,089"
2015-10-01,Oct,REDW,"36,714",50,100.4033,46,"37,044","22,101"
2015-11-01,Nov,REDW,"31,566",51,100.5198,41,"26,882","16,059"
2015-12-01,Dec,REDW,"26,155",53,100.6167,44,"19,368","17,117"
2016-01-01,Jan,REDW,"18,194",63,100.6298,57,"16,051","16,096"
2016-02-01,Feb,REDW,"18,711",64,100.5925,59,"30,275","9,827"
2016-03-01,Mar,REDW,"38,638",75,100.5527,62,"25,597","20,955"
2016-04-01,Apr,REDW,"42,544",75,100.5748,65,"39,346","28,779"
2016-05-01,May,REDW,"57,045",84,100.697,70,"46,980","37,871"
2016-06-01,Jun,REDW,"72,858",88,100.675,74,"69,820","48,382"
2016-07-01,Jul,REDW,"86,244",93,100.5284,75,"84,987","77,247"
2016-08-01,Aug,REDW,"63,767",77,100.4226,66,"65,615","62,241"
2016-09-01,Sep,REDW,"49,344",66,100.4034,50,"54,037","44,474"
2016-10-01,Oct,REDW,"46,653",58,100.4803,45,"36,714","37,044"
2016-11-01,Nov,REDW,"18,915",54,100.8092,42,"31,566","26,882"
2016-12-01,Dec,REDW,"23,384",53,101.1464,46,"26,155","19,368"
2017-01-01,Jan,REDW,"24,830",69,101.2944,54,"18,194","16,051"
2017-02-01,Feb,REDW,"16,308",64,101.2821,54,"18,711","30,275"
2017-03-01,Mar,REDW,"19,301",74,101.2514,64,"38,638","25,597"
2017-04-01,Apr,REDW,"32,127",70,101.2115,66,"42,544","39,346"
2017-05-01,May,REDW,"49,170",78,101.14,70,"57,045","46,980"
2017-06-01,Jun,REDW,"59,862",86,101.0344,76,"72,858","69,820"
2017-07-01,Jul,REDW,"68,427",85,100.9954,75,"86,244","84,987"
2017-08-01,Aug,REDW,"51,747",72,101.0979,65,"63,767","65,615"
2017-09-01,Sep,REDW,"43,677",62,101.2299,56,"49,344","54,037"
2017-10-01,Oct,REDW,"31,446",55,101.3895,48,"46,653","36,714"
2017-11-01,Nov,REDW,"21,096",51,101.3534,46,"18,915","31,566"
2017-12-01,Dec,REDW,"27,009",55,101.1748,45,"23,384","26,155"
2008-01-01,Jan,ROMO,"62,228",38,98.66745,35,"51,340","55,549"
2008-02-01,Feb,ROMO,"58,860",39,98.28046,35,"51,929","51,901"
2008-03-01,Mar,ROMO,"71,260",39,97.81391,49,"77,306","59,636"
2008-04-01,Apr,ROMO,"63,083",48,97.28801,48,"75,190","73,816"
2008-05-01,May,ROMO,"165,489",82,96.91043,81,"188,187","187,936"
2008-06-01,Jun,ROMO,"420,334",100,96.79169,92,"468,770","451,277"
2008-07-01,Jul,ROMO,"611,760",97,96.99389,100,"653,885","641,178"
2008-08-01,Aug,ROMO,"533,886",83,97.25005,85,"559,939","516,531"
2008-09-01,Sep,ROMO,"424,613",64,97.32576,64,"442,327","412,722"
2008-10-01,Oct,ROMO,"213,467",39,96.97441,38,"204,583","177,716"
2008-11-01,Nov,ROMO,"74,914",30,96.71896,26,"70,953","61,323"
2008-12-01,Dec,ROMO,"57,496",28,96.71152,25,"50,974","54,091"
2009-01-01,Jan,ROMO,"70,858",32,96.7187,32,"62,228","51,340"
2009-02-01,Feb,ROMO,"58,375",36,96.69278,30,"58,860","51,929"
2009-03-01,Mar,ROMO,"75,022",41,96.8938,35,"71,260","77,306"
2009-04-01,Apr,ROMO,"58,842",43,97.33988,41,"63,083","75,190"
2009-05-01,May,ROMO,"207,827",66,97.72372,65,"165,489","188,187"
2009-06-01,Jun,ROMO,"426,453",86,97.88263,88,"420,334","468,770"
2009-07-01,Jul,ROMO,"626,907",98,97.83762,86,"611,760","653,885"
2009-08-01,Aug,ROMO,"568,455",82,97.88111,70,"533,886","559,939"
2009-09-01,Sep,ROMO,"443,488",65,98.05814,51,"424,613","442,327"
2009-10-01,Oct,ROMO,"171,959",48,98.08765,36,"213,467","204,583"
2009-11-01,Nov,ROMO,"67,894",30,98.10162,23,"74,914","70,953"
2009-12-01,Dec,ROMO,"46,245",20,98.27495,21,"57,496","50,974"
2010-01-01,Jan,ROMO,"64,618",28,98.43562,29,"70,858","62,228"
2010-02-01,Feb,ROMO,"44,576",32,98.49038,31,"58,375","58,860"
2010-03-01,Mar,ROMO,"70,117",39,98.4873,35,"75,022","71,260"
2010-04-01,Apr,ROMO,"69,097",41,98.467,38,"58,842","63,083"
2010-05-01,May,ROMO,"180,710",66,98.46574,59,"207,827","165,489"
2010-06-01,Jun,ROMO,"441,738",87,98.37128,78,"426,453","420,334"
2010-07-01,Jul,ROMO,"668,418",93,98.08856,83,"626,907","611,760"
2010-08-01,Aug,ROMO,"574,638",77,97.91614,69,"568,455","533,886"
2010-09-01,Sep,ROMO,"461,942",71,97.86565,62,"443,488","424,613"
2010-10-01,Oct,ROMO,"245,770",47,97.96348,39,"171,959","213,467"
2010-11-01,Nov,ROMO,"67,862",31,98.21903,25,"67,894","74,914"
2010-12-01,Dec,ROMO,"66,335",29,98.46816,22,"46,245","57,496"
2011-01-01,Jan,ROMO,"68,641",35,98.5757,29,"64,618","70,858"
2011-02-01,Feb,ROMO,"50,540",27,98.52698,25,"44,576","58,375"
2011-03-01,Mar,ROMO,"73,760",31,98.28506,30,"70,117","75,022"
2011-04-01,Apr,ROMO,"77,183",41,98.22705,37,"69,097","58,842"
2011-05-01,May,ROMO,"163,587",57,98.21146,54,"180,710","207,827"
2011-06-01,Jun,ROMO,"500,733",89,97.90632,74,"441,738","426,453"
2011-07-01,Jul,ROMO,"743,741",95,97.33338,81,"668,418","626,907"
2011-08-01,Aug,ROMO,"620,534",79,96.84435,66,"574,638","568,455"
2011-09-01,Sep,ROMO,"483,780",65,96.77763,58,"461,942","443,488"
2011-10-01,Oct,ROMO,"264,617",47,97.00771,43,"245,770","171,959"
2011-11-01,Nov,ROMO,"68,076",32,97.44639,26,"67,862","67,894"
2011-12-01,Dec,ROMO,"61,749",33,97.98903,23,"66,335","46,245"
2012-01-01,Jan,ROMO,"68,537",34,98.45164,27,"68,641","64,618"
2012-02-01,Feb,ROMO,"62,036",38,98.70954,25,"50,540","44,576"
2012-03-01,Mar,ROMO,"104,374",35,98.83382,28,"73,760","70,117"
2012-04-01,Apr,ROMO,"117,053",43,98.86866,35,"77,183","69,097"
2012-05-01,May,ROMO,"228,950",61,98.81271,46,"163,587","180,710"
2012-06-01,Jun,ROMO,"500,206",74,98.60784,70,"500,733","441,738"
2012-07-01,Jul,ROMO,"651,722",75,98.53565,84,"743,741","668,418"
2012-08-01,Aug,ROMO,"589,131",55,98.70587,65,"620,534","574,638"
2012-09-01,Sep,ROMO,"527,172",61,99.02282,50,"483,780","461,942"
2012-10-01,Oct,ROMO,"219,946",41,99.25011,39,"264,617","245,770"
2012-11-01,Nov,ROMO,"93,714",21,99.16354,30,"68,076","67,862"
2012-12-01,Dec,ROMO,"66,776",25,98.8289,27,"61,749","66,335"
2013-01-01,Jan,ROMO,"78,022",24,98.70023,27,"68,537","68,641"
2013-02-01,Feb,ROMO,"68,831",31,98.80344,27,"62,036","50,540"
2013-03-01,Mar,ROMO,"89,691",31,98.9706,30,"104,374","73,760"
2013-04-01,Apr,ROMO,"90,379",31,99.1832,36,"117,053","77,183"
2013-05-01,May,ROMO,"239,184",49,99.52229,47,"228,950","163,587"
2013-06-01,Jun,ROMO,"602,508",74,99.69761,63,"500,206","500,733"
2013-07-01,Jul,ROMO,"712,583",75,99.65983,64,"651,722","743,741"
2013-08-01,Aug,ROMO,"621,852",56,99.3783,55,"589,131","620,534"
2013-09-01,Sep,ROMO,"253,467",53,98.99631,46,"527,172","483,780"
2013-10-01,Oct,ROMO,"66,275",29,98.76015,34,"219,946","264,617"
2013-11-01,Nov,ROMO,"86,379",21,98.86088,18,"93,714","68,076"
2013-12-01,Dec,ROMO,"81,970",20,99.16534,21,"66,776","61,749"
2014-01-01,Jan,ROMO,"77,633",29,99.33865,24,"78,022","68,537"
2014-02-01,Feb,ROMO,"76,881",24,99.40892,24,"68,831","62,036"
2014-03-01,Mar,ROMO,"99,077",31,99.44125,26,"89,691","104,374"
2014-04-01,Apr,ROMO,"97,100",33,99.51447,28,"90,379","117,053"
2014-05-01,May,ROMO,"220,532",47,99.50082,40,"239,184","228,950"
2014-06-01,Jun,ROMO,"538,725",66,99.47433,64,"602,508","500,206"
2014-07-01,Jul,ROMO,"693,685",87,99.46612,62,"712,583","651,722"
2014-08-01,Aug,ROMO,"616,826",62,99.56129,49,"621,852","589,131"
2014-09-01,Sep,ROMO,"537,694",51,99.7662,44,"253,467","527,172"
2014-10-01,Oct,ROMO,"305,651",40,100.0543,26,"66,275","219,946"
2014-11-01,Nov,ROMO,"90,915",23,100.4078,17,"86,379","93,714"
2014-12-01,Dec,ROMO,"80,032",22,100.7997,19,"81,970","66,776"
2015-01-01,Jan,ROMO,"98,928",31,101.0638,22,"77,633","78,022"
2015-02-01,Feb,ROMO,"85,123",30,101.0661,22,"76,881","68,831"
2015-03-01,Mar,ROMO,"134,304",35,100.9696,26,"99,077","89,691"
2015-04-01,Apr,ROMO,"116,959",43,100.9149,30,"97,100","90,379"
2015-05-01,May,ROMO,"259,711",52,100.8346,41,"220,532","239,184"
2015-06-01,Jun,ROMO,"608,796",76,100.8487,55,"538,725","602,508"
2015-07-01,Jul,ROMO,"858,426",80,100.7341,69,"693,685","712,583"
2015-08-01,Aug,ROMO,"765,579",70,100.5447,55,"616,826","621,852"
2015-09-01,Sep,ROMO,"644,350",62,100.3741,41,"537,694","253,467"
2015-10-01,Oct,ROMO,"371,558",41,100.4033,33,"305,651","66,275"
2015-11-01,Nov,ROMO,"118,398",25,100.5198,20,"90,915","86,379"
2015-12-01,Dec,ROMO,"93,784",23,100.6167,19,"80,032","81,970"
2016-01-01,Jan,ROMO,"115,207",29,100.6298,26,"98,928","77,633"
2016-02-01,Feb,ROMO,"105,125",29,100.5925,22,"85,123","76,881"
2016-03-01,Mar,ROMO,"135,053",35,100.5527,29,"134,304","99,077"
2016-04-01,Apr,ROMO,"129,967",38,100.5748,34,"116,959","97,100"
2016-05-01,May,ROMO,"285,868",57,100.697,47,"259,711","220,532"
2016-06-01,Jun,ROMO,"700,990",77,100.675,62,"608,796","538,725"
2016-07-01,Jul,ROMO,"912,507",85,100.5284,69,"858,426","693,685"
2016-08-01,Aug,ROMO,"772,849",67,100.4226,60,"765,579","616,826"
2016-09-01,Sep,ROMO,"711,110",57,100.4034,52,"644,350","537,694"
2016-10-01,Oct,ROMO,"398,525",43,100.4803,34,"371,558","305,651"
2016-11-01,Nov,ROMO,"158,553",32,100.8092,21,"118,398","90,915"
2016-12-01,Dec,ROMO,"91,831",25,101.1464,20,"93,784","80,032"
2017-01-01,Jan,ROMO,"95,602",34,101.2944,24,"115,207","98,928"
2017-02-01,Feb,ROMO,"98,832",35,101.2821,26,"105,125","85,123"
2017-03-01,Mar,ROMO,"145,110",40,101.2514,31,"135,053","134,304"
2017-04-01,Apr,ROMO,"158,360",46,101.2115,36,"129,967","116,959"
2017-05-01,May,ROMO,"263,222",66,101.14,50,"285,868","259,711"
2017-06-01,Jun,ROMO,"741,247",83,101.0344,64,"700,990","608,796"
2017-07-01,Jul,ROMO,"885,478",91,100.9954,70,"912,507","858,426"
2017-08-01,Aug,ROMO,"782,625",68,101.0979,58,"772,849","765,579"
2017-09-01,Sep,ROMO,"681,160",59,101.2299,51,"711,110","644,350"
2017-10-01,Oct,ROMO,"332,526",45,101.3895,35,"398,525","371,558"
2017-11-01,Nov,ROMO,"140,223",31,101.3534,25,"158,553","118,398"
2017-12-01,Dec,ROMO,"112,830",28,101.1748,24,"91,831","93,784"
2008-01-01,Jan,SAGU,"85,391",61,98.66745,89,"63,711","67,957"
2008-02-01,Feb,SAGU,"81,943",56,98.28046,92,"75,078","80,926"
2008-03-01,Mar,SAGU,"122,037",96,97.81391,91,"94,263","91,782"
2008-04-01,Apr,SAGU,"67,583",71,97.28801,78,"74,777","69,239"
2008-05-01,May,SAGU,"47,259",41,96.91043,53,"45,859","43,282"
2008-06-01,Jun,SAGU,"33,241",29,96.79169,45,"30,128","31,219"
2008-07-01,Jul,SAGU,"38,548",49,96.99389,26,"37,553","34,515"
2008-08-01,Aug,SAGU,"38,285",46,97.25005,39,"37,745","32,592"
2008-09-01,Sep,SAGU,"30,789",58,97.32576,67,"39,608","27,631"
2008-10-01,Oct,SAGU,"41,221",47,96.97441,61,"45,484","40,939"
2008-11-01,Nov,SAGU,"48,324",78,96.71896,62,"49,275","42,227"
2008-12-01,Dec,SAGU,"64,516",38,96.71152,84,"64,996","57,674"
2009-01-01,Jan,SAGU,"79,316",99,96.7187,71,"85,391","63,711"
2009-02-01,Feb,SAGU,"79,820",92,96.69278,84,"81,943","75,078"
2009-03-01,Mar,SAGU,"110,768",86,96.8938,100,"122,037","94,263"
2009-04-01,Apr,SAGU,"68,006",79,97.33988,66,"67,583","74,777"
2009-05-01,May,SAGU,"44,619",52,97.72372,62,"47,259","45,859"
2009-06-01,Jun,SAGU,"34,837",41,97.88263,39,"33,241","30,128"
2009-07-01,Jul,SAGU,"36,024",26,97.83762,38,"38,548","37,553"
2009-08-01,Aug,SAGU,"34,077",33,97.88111,54,"38,285","37,745"
2009-09-01,Sep,SAGU,"32,817",47,98.05814,56,"30,789","39,608"
2009-10-01,Oct,SAGU,"39,052",52,98.08765,51,"41,221","45,484"
2009-11-01,Nov,SAGU,"50,985",71,98.10162,53,"48,324","49,275"
2009-12-01,Dec,SAGU,"54,913",64,98.27495,60,"64,516","64,996"
2010-01-01,Jan,SAGU,"71,191",88,98.43562,58,"79,316","85,391"
2010-02-01,Feb,SAGU,"73,176",83,98.49038,64,"79,820","81,943"
2010-03-01,Mar,SAGU,"116,329",79,98.4873,74,"110,768","122,037"
2010-04-01,Apr,SAGU,"80,796",75,98.467,59,"68,006","67,583"
2010-05-01,May,SAGU,"55,502",70,98.46574,41,"44,619","47,259"
2010-06-01,Jun,SAGU,"35,360",27,98.37128,35,"34,837","33,241"
2010-07-01,Jul,SAGU,"36,731",39,98.08856,37,"36,024","38,548"
2010-08-01,Aug,SAGU,"34,563",35,97.91614,36,"34,077","38,285"
2010-09-01,Sep,SAGU,"35,949",42,97.86565,43,"32,817","30,789"
2010-10-01,Oct,SAGU,"53,198",40,97.96348,48,"39,052","41,221"
2010-11-01,Nov,SAGU,"72,830",59,98.21903,61,"50,985","48,324"
2010-12-01,Dec,SAGU,"51,989",57,98.46816,52,"54,913","64,516"
2011-01-01,Jan,SAGU,"67,367",58,98.5757,62,"71,191","79,316"
2011-02-01,Feb,SAGU,"71,376",60,98.52698,99,"73,176","79,820"
2011-03-01,Mar,SAGU,"81,315",64,98.28506,81,"116,329","110,768"
2011-04-01,Apr,SAGU,"61,185",62,98.22705,61,"80,796","68,006"
2011-05-01,May,SAGU,"43,694",42,98.21146,53,"55,502","44,619"
2011-06-01,Jun,SAGU,"27,132",33,97.90632,35,"35,360","34,837"
2011-07-01,Jul,SAGU,"34,275",25,97.33338,31,"36,731","36,024"
2011-08-01,Aug,SAGU,"31,648",37,96.84435,26,"34,563","34,077"
2011-09-01,Sep,SAGU,"30,047",33,96.77763,37,"35,949","32,817"
2011-10-01,Oct,SAGU,"47,128",53,97.00771,41,"53,198","39,052"
2011-11-01,Nov,SAGU,"62,820",38,97.44639,55,"72,830","50,985"
2011-12-01,Dec,SAGU,"52,058",53,97.98903,47,"51,989","54,913"
2012-01-01,Jan,SAGU,"61,544",68,98.45164,63,"67,367","71,191"
2012-02-01,Feb,SAGU,"77,317",76,98.70954,54,"71,376","73,176"
2012-03-01,Mar,SAGU,"90,023",84,98.83382,59,"81,315","116,329"
2012-04-01,Apr,SAGU,"61,418",54,98.86866,57,"61,185","80,796"
2012-05-01,May,SAGU,"44,534",48,98.81271,55,"43,694","55,502"
2012-06-01,Jun,SAGU,"32,114",31,98.60784,32,"27,132","35,360"
2012-07-01,Jul,SAGU,"39,512",28,98.53565,25,"34,275","36,731"
2012-08-01,Aug,SAGU,"34,863",39,98.70587,35,"31,648","34,563"
2012-09-01,Sep,SAGU,"33,840",34,99.02282,37,"30,047","35,949"
2012-10-01,Oct,SAGU,"43,143",25,99.25011,37,"47,128","53,198"
2012-11-01,Nov,SAGU,"60,037",44,99.16354,56,"62,820","72,830"
2012-12-01,Dec,SAGU,"55,941",55,98.8289,44,"52,058","51,989"
2013-01-01,Jan,SAGU,"76,927",58,98.70023,65,"61,544","67,367"
2013-02-01,Feb,SAGU,"70,794",57,98.80344,61,"77,317","71,376"
2013-03-01,Mar,SAGU,"125,881",64,98.9706,60,"90,023","81,315"
2013-04-01,Apr,SAGU,"94,764",47,99.1832,48,"61,418","61,185"
2013-05-01,May,SAGU,"46,141",46,99.52229,43,"44,534","43,694"
2013-06-01,Jun,SAGU,"30,949",48,99.69761,29,"32,114","27,132"
2013-07-01,Jul,SAGU,"39,896",30,99.65983,29,"39,512","34,275"
2013-08-01,Aug,SAGU,"35,161",31,99.3783,26,"34,863","31,648"
2013-09-01,Sep,SAGU,"31,072",37,98.99631,33,"33,840","30,047"
2013-10-01,Oct,SAGU,"29,117",43,98.76015,33,"43,143","47,128"
2013-11-01,Nov,SAGU,"41,561",39,98.86088,44,"60,037","62,820"
2013-12-01,Dec,SAGU,"55,998",43,99.16534,45,"55,941","52,058"
2014-01-01,Jan,SAGU,"77,883",59,99.33865,46,"76,927","61,544"
2014-02-01,Feb,SAGU,"76,856",62,99.40892,56,"70,794","77,317"
2014-03-01,Mar,SAGU,"96,500",69,99.44125,68,"125,881","90,023"
2014-04-01,Apr,SAGU,"70,494",58,99.51447,51,"94,764","61,418"
2014-05-01,May,SAGU,"45,841",52,99.50082,39,"46,141","44,534"
2014-06-01,Jun,SAGU,"32,480",35,99.47433,33,"30,949","32,114"
2014-07-01,Jul,SAGU,"36,279",26,99.46612,24,"39,896","39,512"
2014-08-01,Aug,SAGU,"38,075",30,99.56129,30,"35,161","34,863"
2014-09-01,Sep,SAGU,"34,155",34,99.7662,32,"31,072","33,840"
